TaskNo.	Using Tdma	SendTime	ReceiveTime	SourceIP	OffLoadingIP	Length	Rtt	isLoad	exceed
1663	1	1664005	1664005	10.1.2.2	10.1.1.1	6	0	0	0
1664	1	1665008	1665013	10.1.2.2	10.1.1.1	6	5	0	0
1665	1	1666007	1666011	10.1.2.2	10.1.1.1	6	4	0	0
1666	1	1667005	1667010	10.1.2.2	10.1.1.1	6	5	0	0
1667	1	1668008	1668008	10.1.2.2	10.1.1.1	6	0	0	0
1668	1	1669006	1669011	10.1.2.2	10.1.1.1	6	5	0	0
1669	1	1670005	1670010	10.1.2.2	10.1.1.1	6	5	0	0
1670	0	1671004	1671004	10.1.1.2	10.1.1.1	6	0	0	0
1671	0	1672004	1672005	10.1.1.2	10.1.1.1	6	1	0	0
1672	0	1673005	1673005	10.1.1.2	10.1.1.1	6	0	0	0
1673	0	1674005	1674005	10.1.1.2	10.1.1.1	6	0	0	0
1674	0	1675006	1675007	10.1.1.2	10.1.1.1	6	1	0	0
1675	0	1676006	1676006	10.1.1.2	10.1.1.1	6	0	0	0
1676	0	1677004	1677004	10.1.1.2	10.1.1.1	6	0	0	0
1677	0	1678004	1678004	10.1.1.2	10.1.1.1	6	0	0	0
1678	0	1679004	1679004	10.1.1.2	10.1.1.1	6	0	0	0
1679	0	1680004	1680004	10.1.1.2	10.1.1.1	6	0	0	0
1680	0	1681004	1681004	10.1.1.2	10.1.1.1	6	0	0	0
1681	0	1682008	1682009	10.1.1.2	10.1.1.1	6	1	0	0
1682	0	1683004	1683004	10.1.1.2	10.1.1.1	6	0	0	0
1683	0	1684004	1684012	10.1.1.2	10.1.5.1	6	8	0	0
1684	0	1685004	1685004	10.1.1.2	10.1.1.1	6	0	0	0
1685	1	1686008	1686013	10.1.2.2	10.1.1.1	6	5	0	0
1686	1	1687006	1687011	10.1.2.2	10.1.1.1	6	5	0	0
1687	1	1688010	1688019	10.1.2.2	10.1.1.1	6	9	0	0
1688	1	1689008	1689013	10.1.2.2	10.1.1.1	6	5	0	0
1689	1	1690006	1690011	10.1.2.2	10.1.1.1	6	5	0	0
1690	1	1691005	1691010	10.1.2.2	10.1.1.1	6	5	0	0
1691	1	1692008	1692013	10.1.2.2	10.1.1.1	6	5	0	0
1692	1	1693006	1693011	10.1.2.2	10.1.1.1	6	5	0	0
1693	1	1694005	1694010	10.1.2.2	10.1.1.1	6	5	0	0
1694	1	1695008	1695013	10.1.2.2	10.1.1.1	6	5	0	0
1695	0	1696004	1696004	10.1.1.2	10.1.1.1	6	0	0	0
1696	0	1697004	1697004	10.1.1.2	10.1.1.1	6	0	0	0
1697	0	1698004	1698004	10.1.1.2	10.1.1.1	6	0	0	0
1698	0	1699005	1699006	10.1.1.2	10.1.1.1	6	1	0	0
1699	0	1700004	1700005	10.1.1.2	10.1.1.1	6	1	0	0
1700	1	1701008	1701013	10.1.2.2	10.1.1.1	6	5	0	0
1701	1	1702007	1702011	10.1.2.2	10.1.1.1	6	4	0	0
1702	1	1703005	1703010	10.1.2.2	10.1.1.1	6	5	0	0
1703	1	1704008	1704008	10.1.2.2	10.1.1.1	6	0	0	0
1704	1	1705006	1705011	10.1.2.2	10.1.1.1	6	5	0	0
1705	0	1706004	1706004	10.1.1.2	10.1.1.1	6	0	0	0
1706	0	1707004	1707004	10.1.1.2	10.1.1.1	6	0	0	0
1707	0	1708004	1708004	10.1.1.2	10.1.1.1	6	0	0	0
1708	0	1709004	1709005	10.1.1.2	10.1.1.1	6	1	0	0
1709	0	1710004	1710005	10.1.1.2	10.1.1.1	6	1	0	0
1710	0	1711004	1711004	10.1.1.2	10.1.1.1	6	0	0	0
1711	0	1712004	1712004	10.1.1.2	10.1.1.1	6	0	0	0
1712	0	1713004	1713004	10.1.1.2	10.1.1.1	6	0	0	0
1713	0	1714010	1714011	10.1.1.2	10.1.1.1	6	1	0	0
1714	0	1715018	1715021	10.1.1.2	10.1.1.1	6	3	0	0
1715	1	1716008	1716018	10.1.2.2	10.1.3.1	6	10	0	0
1716	1	1717006	1717011	10.1.2.2	10.1.1.1	6	5	0	0
1717	1	1718010	1718029	10.1.2.2	10.1.1.1	6	19	0	0
1718	1	1719008	1719013	10.1.2.2	10.1.1.1	6	5	0	0
1719	1	1720006	1720011	10.1.2.2	10.1.1.1	6	5	0	0
1720	1	1721005	1721010	10.1.2.2	10.1.1.1	6	5	0	0
1721	1	1722008	1722013	10.1.2.2	10.1.1.1	6	5	0	0
1722	1	1723006	1723011	10.1.2.2	10.1.1.1	6	5	0	0
1723	1	1724005	1724010	10.1.2.2	10.1.1.1	6	5	0	0
1724	1	1725008	1725013	10.1.2.2	10.1.1.1	6	5	0	0
1725	1	1726006	1726011	10.1.2.2	10.1.1.1	6	5	0	0
1726	1	1727005	1727010	10.1.2.2	10.1.1.1	6	5	0	0
1727	1	1728008	1728013	10.1.2.2	10.1.1.1	6	5	0	0
1728	1	1729006	1729011	10.1.2.2	10.1.1.1	6	5	0	0
1729	1	1730010	1730014	10.1.2.2	10.1.1.1	6	4	0	0
1730	1	1731008	1731013	10.1.2.2	10.1.1.1	6	5	0	0
1731	1	1732016	1732021	10.1.2.2	10.1.1.1	6	5	0	0
1732	1	1733010	1733024	10.1.2.2	10.1.1.1	6	14	0	0
1733	1	1734008	1734013	10.1.2.2	10.1.1.1	6	5	0	0
1734	1	1735006	1735011	10.1.2.2	10.1.1.1	6	5	0	0
1735	1	1736010	1736014	10.1.2.2	10.1.1.1	6	4	0	0
1736	1	1737008	1737013	10.1.2.2	10.1.1.1	6	5	0	0
1737	1	1738011	1738016	10.1.2.2	10.1.1.1	6	5	0	0
1738	1	1739010	1739014	10.1.2.2	10.1.1.1	6	4	0	0
1739	1	1740008	1740013	10.1.2.2	10.1.1.1	6	5	0	0
1740	1	1741006	1741011	10.1.2.2	10.1.1.1	6	5	0	0
1741	1	1742005	1742010	10.1.2.2	10.1.1.1	6	5	0	0
1742	1	1743008	1743013	10.1.2.2	10.1.1.1	6	5	0	0
1743	1	1744006	1744011	10.1.2.2	10.1.1.1	6	5	0	0
1744	1	1745010	1745014	10.1.2.2	10.1.1.1	6	4	0	0
1745	0	1746008	1746009	10.1.1.2	10.1.1.1	6	1	0	0
1746	0	1747006	1747006	10.1.1.2	10.1.1.1	6	0	0	0
1747	0	1748092	1748247	10.1.1.2	10.1.1.1	6	155	0	0
1750	0	1751511	1752003	10.1.1.2	10.1.1.1	6	492	0	0
1752	0	1753506	1753996	10.1.1.2	10.1.1.1	6	490	0	0
1753	0	1754438	1754766	10.1.1.2	10.1.1.1	6	328	0	0
1754	0	1755007	1755008	10.1.1.2	10.1.1.1	6	1	0	0
1755	0	1756006	1756007	10.1.1.2	10.1.1.1	6	1	0	0
1756	0	1757004	1757005	10.1.1.2	10.1.1.1	6	1	0	0
1757	0	1758005	1758006	10.1.1.2	10.1.1.1	6	1	0	0
1758	0	1759011	1759011	10.1.1.2	10.1.1.1	6	0	0	0
1759	0	1760008	1760010	10.1.1.2	10.1.1.1	6	2	0	0
1760	0	1761004	1761005	10.1.1.2	10.1.1.1	6	1	0	0
1761	0	1762023	1762027	10.1.1.2	10.1.1.1	6	4	0	0
1762	0	1763013	1763014	10.1.1.2	10.1.1.1	6	1	0	0
1763	0	1764005	1764006	10.1.1.2	10.1.1.1	6	1	0	0
1764	0	1765008	1765010	10.1.1.2	10.1.1.1	6	2	0	0
1765	1	1766010	1766014	10.1.2.2	10.1.1.1	6	4	0	0
1766	1	1767008	1767013	10.1.2.2	10.1.1.1	6	5	0	0
1767	1	1768011	1768016	10.1.2.2	10.1.1.1	6	5	0	0
1768	1	1769005	1769010	10.1.2.2	10.1.1.1	6	5	0	0
1769	1	1770027	1770032	10.1.2.2	10.1.1.1	6	5	0	0
1770	1	1771006	1771011	10.1.2.2	10.1.1.1	6	5	0	0
1771	1	1772010	1772024	10.1.2.2	10.1.3.1	6	14	0	0
1772	1	1773008	1773013	10.1.2.2	10.1.1.1	6	5	0	0
1773	1	1774006	1774016	10.1.2.2	10.1.1.1	6	10	0	0
1774	1	1775005	1775010	10.1.2.2	10.1.1.1	6	5	0	0
1775	0	1776005	1776005	10.1.1.2	10.1.1.1	6	0	0	0
1776	0	1777005	1777006	10.1.1.2	10.1.1.1	6	1	0	0
1777	0	1778006	1778006	10.1.1.2	10.1.1.1	6	0	0	0
1779	0	1780004	1780007	10.1.1.2	10.1.1.1	6	3	0	0
1780	0	1781006	1781008	10.1.1.2	10.1.1.1	6	2	0	0
1781	0	1782012	1782013	10.1.1.2	10.1.1.1	6	1	0	0
1782	0	1783005	1783017	10.1.1.2	10.1.3.1	6	12	0	0
1783	0	1784011	1784013	10.1.1.2	10.1.1.1	6	2	0	0
1784	0	1785004	1785005	10.1.1.2	10.1.1.1	6	1	0	0
1785	0	1786005	1786006	10.1.1.2	10.1.1.1	6	1	0	0
1787	0	1788004	1788004	10.1.1.2	10.1.1.1	6	0	0	0
1788	0	1789010	1789013	10.1.1.2	10.1.1.1	6	3	0	0
1789	0	1790008	1790008	10.1.1.2	10.1.1.1	6	0	0	0
1790	0	1791011	1791016	10.1.1.2	10.1.1.1	6	5	0	0
1791	0	1792006	1792009	10.1.1.2	10.1.1.1	6	3	0	0
1792	0	1793005	1793006	10.1.1.2	10.1.1.1	6	1	0	0
1793	0	1794005	1794005	10.1.1.2	10.1.1.1	6	0	0	0
1794	0	1795010	1795011	10.1.1.2	10.1.1.1	6	1	0	0
1795	0	1796004	1796004	10.1.1.2	10.1.1.1	6	0	0	0
1796	0	1797004	1797004	10.1.1.2	10.1.1.1	6	0	0	0
1797	0	1798004	1798004	10.1.1.2	10.1.1.1	6	0	0	0
1798	0	1799004	1799004	10.1.1.2	10.1.1.1	6	0	0	0
1799	0	1800004	1800004	10.1.1.2	10.1.1.1	6	0	0	0
1800	0	1801004	1801005	10.1.1.2	10.1.1.1	6	1	0	0
1801	0	1802004	1802005	10.1.1.2	10.1.1.1	6	1	0	0
1802	0	1803004	1803005	10.1.1.2	10.1.1.1	6	1	0	0
1803	0	1804004	1804005	10.1.1.2	10.1.1.1	6	1	0	0
1804	0	1805011	1805013	10.1.1.2	10.1.1.1	6	2	0	0
1805	0	1806010	1806013	10.1.1.2	10.1.1.1	6	3	0	0
1806	0	1807123	1807138	10.1.1.2	10.1.1.1	6	15	0	0
1807	0	1808007	1808008	10.1.1.2	10.1.1.1	6	1	0	0
1808	0	1809012	1809013	10.1.1.2	10.1.1.1	6	1	0	0
1809	0	1810006	1810006	10.1.1.2	10.1.1.1	6	0	0	0
1810	0	1811006	1811006	10.1.1.2	10.1.1.1	6	0	0	0
1811	0	1812005	1812009	10.1.1.2	10.1.1.1	6	4	0	0
1812	0	1813007	1813012	10.1.1.2	10.1.1.1	6	5	0	0
1813	0	1814008	1814009	10.1.1.2	10.1.1.1	6	1	0	0
1815	0	1816009	1816010	10.1.1.2	10.1.1.1	6	1	0	0
1816	0	1817006	1817016	10.1.1.2	10.1.5.1	6	10	0	0
1817	0	1818008	1818014	10.1.1.2	10.1.1.1	6	6	0	0
1818	0	1819006	1819007	10.1.1.2	10.1.1.1	6	1	0	0
1819	0	1820042	1820060	10.1.1.2	10.1.1.1	6	18	0	0
1820	0	1821005	1821006	10.1.1.2	10.1.1.1	6	1	0	0
1821	0	1822019	1822022	10.1.1.2	10.1.1.1	6	3	0	0
1822	0	1823004	1823005	10.1.1.2	10.1.1.1	6	1	0	0
1823	0	1824004	1824005	10.1.1.2	10.1.1.1	6	1	0	0
1824	0	1825005	1825007	10.1.1.2	10.1.1.1	6	2	0	0
1825	0	1826006	1826007	10.1.1.2	10.1.1.1	6	1	0	0
1826	0	1827005	1827007	10.1.1.2	10.1.1.1	6	2	0	0
1827	0	1828006	1828007	10.1.1.2	10.1.1.1	6	1	0	0
1828	0	1829005	1829006	10.1.1.2	10.1.1.1	6	1	0	0
1829	0	1830009	1830015	10.1.1.2	10.1.1.1	6	6	0	0
1830	0	1831009	1831010	10.1.1.2	10.1.1.1	6	1	0	0
1831	0	1832004	1832005	10.1.1.2	10.1.1.1	6	1	0	0
1832	0	1833004	1833005	10.1.1.2	10.1.1.1	6	1	0	0
1833	0	1834004	1834005	10.1.1.2	10.1.1.1	6	1	0	0
1834	0	1835006	1835006	10.1.1.2	10.1.1.1	6	0	0	0
1835	0	1836005	1836008	10.1.1.2	10.1.1.1	6	3	0	0
1836	0	1837007	1837008	10.1.1.2	10.1.1.1	6	1	0	0
1837	0	1838004	1838005	10.1.1.2	10.1.1.1	6	1	0	0
1838	0	1839005	1839008	10.1.1.2	10.1.1.1	6	3	0	0
1839	0	1840005	1840006	10.1.1.2	10.1.1.1	6	1	0	0
1840	0	1841005	1841005	10.1.1.2	10.1.1.1	6	0	0	0
1841	0	1842007	1842010	10.1.1.2	10.1.1.1	6	3	0	0
1842	0	1843007	1843007	10.1.1.2	10.1.1.1	6	0	0	0
1843	0	1844006	1844007	10.1.1.2	10.1.1.1	6	1	0	0
1844	0	1845006	1845006	10.1.1.2	10.1.1.1	6	0	0	0
1845	0	1846005	1846006	10.1.1.2	10.1.1.1	6	1	0	0
1846	0	1847004	1847013	10.1.1.2	10.1.5.1	6	9	0	0
1847	0	1848004	1848004	10.1.1.2	10.1.1.1	6	0	0	0
1848	0	1849004	1849004	10.1.1.2	10.1.1.1	6	0	0	0
1849	0	1850005	1850005	10.1.1.2	10.1.1.1	6	0	0	0
1850	0	1851011	1851015	10.1.1.2	10.1.1.1	6	4	0	0
1851	0	1852004	1852005	10.1.1.2	10.1.1.1	6	1	0	0
1852	0	1853164	1853429	10.1.1.2	10.1.1.1	6	265	0	0
1859	0	1860521	1860998	10.1.1.2	10.1.1.1	6	477	0	0
1860	0	1861377	1861686	10.1.1.2	10.1.1.1	6	309	0	0
1861	0	1862007	1862008	10.1.1.2	10.1.1.1	6	1	0	0
1862	0	1863011	1863012	10.1.1.2	10.1.1.1	6	1	0	0
1863	0	1864005	1864013	10.1.1.2	10.1.1.1	6	8	0	0
1864	0	1865005	1865005	10.1.1.2	10.1.1.1	6	0	0	0
1865	0	1866004	1866005	10.1.1.2	10.1.1.1	6	1	0	0
1866	0	1867004	1867005	10.1.1.2	10.1.1.1	6	1	0	0
1867	0	1868004	1868005	10.1.1.2	10.1.1.1	6	1	0	0
1868	0	1869004	1869004	10.1.1.2	10.1.1.1	6	0	0	0
1869	0	1870004	1870005	10.1.1.2	10.1.1.1	6	1	0	0
1870	0	1871005	1871006	10.1.1.2	10.1.1.1	6	1	0	0
1871	0	1872005	1872006	10.1.1.2	10.1.1.1	6	1	0	0
1872	0	1873005	1873005	10.1.1.2	10.1.1.1	6	0	0	0
1873	0	1874004	1874005	10.1.1.2	10.1.1.1	6	1	0	0
1874	0	1875005	1875014	10.1.1.2	10.1.5.1	6	9	0	0
1875	0	1876004	1876031	10.1.1.2	10.1.1.1	6	27	0	0
1876	0	1877004	1877005	10.1.1.2	10.1.1.1	6	1	0	0
1877	0	1878004	1878005	10.1.1.2	10.1.1.1	6	1	0	0
1878	0	1879005	1879007	10.1.1.2	10.1.1.1	6	2	0	0
1879	0	1880006	1880012	10.1.1.2	10.1.1.1	6	6	0	0
1880	0	1881006	1881006	10.1.1.2	10.1.1.1	6	0	0	0
1881	0	1882005	1882006	10.1.1.2	10.1.1.1	6	1	0	0
1882	0	1883004	1883005	10.1.1.2	10.1.1.1	6	1	0	0
1883	0	1884004	1884005	10.1.1.2	10.1.1.1	6	1	0	0
1884	0	1885004	1885005	10.1.1.2	10.1.1.1	6	1	0	0
1885	0	1886004	1886004	10.1.1.2	10.1.1.1	6	0	0	0
1886	0	1887004	1887013	10.1.1.2	10.1.5.1	6	9	0	0
1887	0	1888004	1888014	10.1.1.2	10.1.5.1	6	10	0	0
1888	0	1889005	1889006	10.1.1.2	10.1.1.1	6	1	0	0
1889	0	1890005	1890005	10.1.1.2	10.1.1.1	6	0	0	0
1890	0	1891004	1891005	10.1.1.2	10.1.1.1	6	1	0	0
1891	0	1892004	1892004	10.1.1.2	10.1.1.1	6	0	0	0
1892	0	1893004	1893004	10.1.1.2	10.1.1.1	6	0	0	0
1893	0	1894004	1894004	10.1.1.2	10.1.1.1	6	0	0	0
1894	0	1895004	1895005	10.1.1.2	10.1.1.1	6	1	0	0
1895	0	1896004	1896004	10.1.1.2	10.1.1.1	6	0	0	0
1896	0	1897004	1897013	10.1.1.2	10.1.3.1	6	9	0	0
1897	0	1898005	1898006	10.1.1.2	10.1.1.1	6	1	0	0
1898	0	1899005	1899006	10.1.1.2	10.1.1.1	6	1	0	0
1899	0	1900005	1900007	10.1.1.2	10.1.1.1	6	2	0	0
1900	0	1901004	1901004	10.1.1.2	10.1.1.1	6	0	0	0
1901	0	1902004	1902005	10.1.1.2	10.1.1.1	6	1	0	0
1902	0	1903004	1903005	10.1.1.2	10.1.1.1	6	1	0	0
1903	0	1904004	1904005	10.1.1.2	10.1.1.1	6	1	0	0
1904	0	1905005	1905005	10.1.1.2	10.1.1.1	6	0	0	0
1905	0	1906005	1906014	10.1.1.2	10.1.5.1	6	9	0	0
1906	0	1907006	1907008	10.1.1.2	10.1.1.1	6	2	0	0
1907	0	1908358	1908689	10.1.1.2	10.1.1.1	6	331	0	0
1908	0	1909349	1909828	10.1.1.2	10.1.3.1	6	479	0	0
1910	0	1911504	1911927	10.1.1.2	10.1.1.1	6	423	0	0
1911	0	1912474	1912546	10.1.1.2	10.1.1.1	6	72	0	0
1912	0	1913004	1913005	10.1.1.2	10.1.1.1	6	1	0	0
1913	0	1914004	1914013	10.1.1.2	10.1.3.1	6	9	0	0
1914	0	1915005	1915005	10.1.1.2	10.1.1.1	6	0	0	0
1915	0	1916066	1916089	10.1.1.2	10.1.1.1	6	23	0	0
1916	0	1917008	1917011	10.1.1.2	10.1.1.1	6	3	0	0
1917	0	1918010	1918011	10.1.1.2	10.1.1.1	6	1	0	0
1918	0	1919005	1919006	10.1.1.2	10.1.1.1	6	1	0	0
1919	0	1920008	1920023	10.1.1.2	10.1.1.1	6	15	0	0
1920	0	1921027	1921049	10.1.1.2	10.1.3.1	6	22	0	0
1921	0	1922451	1922955	10.1.1.2	10.1.5.1	6	504	0	0
1925	1	1926493	1926982	10.1.2.2	10.1.1.1	6	489	0	0
1926	1	1927506	1927981	10.1.2.2	10.1.1.1	6	475	0	0
1927	1	1928499	1928998	10.1.2.2	10.1.1.1	6	499	0	0
1933	1	1934494	1934994	10.1.2.2	10.1.1.1	6	500	0	0
1937	1	1938507	1939006	10.1.2.2	10.1.1.1	6	499	0	0
1946	1	1947498	1948002	10.1.2.2	10.1.5.1	6	504	0	0
1952	1	1953498	1953997	10.1.2.2	10.1.1.1	6	499	0	0
1958	1	1959502	1960002	10.1.2.2	10.1.1.1	6	500	0	0
1960	1	1961504	1962003	10.1.2.2	10.1.1.1	6	499	0	0
1962	1	1963506	1964000	10.1.2.2	10.1.1.1	6	494	0	0
1971	1	1972506	1973000	10.1.2.2	10.1.1.1	6	494	0	0
1974	1	1975506	1976010	10.1.2.2	10.1.1.1	6	504	0	0
1979	1	1980498	1980982	10.1.2.2	10.1.1.1	6	484	0	0
1984	1	1985509	1985989	10.1.2.2	10.1.1.1	6	480	0	0
1985	1	1986488	1986987	10.1.2.2	10.1.1.1	6	499	0	0
1990	1	1991499	1991994	10.1.2.2	10.1.1.1	6	495	0	0
1991	1	1992507	1993011	10.1.2.2	10.1.1.1	6	504	0	0
2002	1	2003494	2003984	10.1.2.2	10.1.1.1	6	490	0	0
2010	1	2011506	2012005	10.1.2.2	10.1.1.1	6	499	0	0
2014	1	2015499	2015960	10.1.2.2	10.1.1.1	6	461	0	0
2015	1	2016479	2016843	10.1.2.2	10.1.1.1	6	364	0	0
2016	1	2017098	2017127	10.1.2.2	10.1.1.1	6	29	0	0
2017	1	2018010	2018014	10.1.2.2	10.1.1.1	6	4	0	0
2018	1	2019008	2019013	10.1.2.2	10.1.1.1	6	5	0	0
2019	1	2020006	2020011	10.1.2.2	10.1.1.1	6	5	0	0
2020	1	2021005	2021010	10.1.2.2	10.1.1.1	6	5	0	0
2022	1	2023006	2023011	10.1.2.2	10.1.1.1	6	5	0	0
2023	1	2024005	2024010	10.1.2.2	10.1.1.1	6	5	0	0
2024	1	2025008	2025008	10.1.2.2	10.1.1.1	6	0	0	0
2025	1	2026006	2026007	10.1.2.2	10.1.1.1	6	1	0	0
2026	1	2027005	2027010	10.1.2.2	10.1.1.1	6	5	0	0
2027	1	2028008	2028013	10.1.2.2	10.1.1.1	6	5	0	0
2029	1	2030010	2030014	10.1.2.2	10.1.1.1	6	4	0	0
2030	1	2031008	2031013	10.1.2.2	10.1.1.1	6	5	0	0
2031	1	2032006	2032011	10.1.2.2	10.1.1.1	6	5	0	0
2032	1	2033005	2033019	10.1.2.2	10.1.3.1	6	14	0	0
2033	1	2034013	2034032	10.1.2.2	10.1.1.1	6	19	0	0
2034	1	2035011	2035016	10.1.2.2	10.1.1.1	6	5	0	0
2035	1	2036010	2036014	10.1.2.2	10.1.1.1	6	4	0	0
2036	1	2037008	2037013	10.1.2.2	10.1.1.1	6	5	0	0
2037	1	2038006	2038011	10.1.2.2	10.1.1.1	6	5	0	0
2038	1	2039005	2039010	10.1.2.2	10.1.1.1	6	5	0	0
2039	1	2040008	2040018	10.1.2.2	10.1.3.1	6	10	0	0
2040	1	2041006	2041007	10.1.2.2	10.1.1.1	6	1	0	0
2041	1	2042005	2042010	10.1.2.2	10.1.1.1	6	5	0	0
2042	1	2043008	2043013	10.1.2.2	10.1.1.1	6	5	0	0
2043	1	2044006	2044016	10.1.2.2	10.1.3.1	6	10	0	0
2044	1	2045010	2045014	10.1.2.2	10.1.1.1	6	4	0	0
2045	1	2046008	2046013	10.1.2.2	10.1.1.1	6	5	0	0
2047	1	2048005	2048010	10.1.2.2	10.1.1.1	6	5	0	0
2048	1	2049008	2049008	10.1.2.2	10.1.1.1	6	0	0	0
2049	1	2050006	2050007	10.1.2.2	10.1.1.1	6	1	0	0
2050	1	2051005	2051010	10.1.2.2	10.1.1.1	6	5	0	0
2051	1	2052008	2052008	10.1.2.2	10.1.1.1	6	0	0	0
2052	1	2053006	2053016	10.1.2.2	10.1.3.1	6	10	0	0
2053	1	2054005	2054010	10.1.2.2	10.1.1.1	6	5	0	0
2054	1	2055008	2055013	10.1.2.2	10.1.1.1	6	5	0	0
2055	1	2056007	2056011	10.1.2.2	10.1.1.1	6	4	0	0
2056	1	2057005	2057010	10.1.2.2	10.1.1.1	6	5	0	0
2057	1	2058008	2058008	10.1.2.2	10.1.1.1	6	0	0	0
2058	1	2059006	2059007	10.1.2.2	10.1.1.1	6	1	0	0
2059	1	2060005	2060010	10.1.2.2	10.1.1.1	6	5	0	0
2060	1	2061008	2061008	10.1.2.2	10.1.1.1	6	0	0	0
2061	1	2062006	2062007	10.1.2.2	10.1.1.1	6	1	0	0
2062	1	2063005	2063010	10.1.2.2	10.1.1.1	6	5	0	0
2063	1	2064013	2064018	10.1.2.2	10.1.1.1	6	5	0	0
2064	1	2065006	2065011	10.1.2.2	10.1.1.1	6	5	0	0
2065	1	2066005	2066010	10.1.2.2	10.1.1.1	6	5	0	0
2066	1	2067008	2067008	10.1.2.2	10.1.1.1	6	0	0	0
2067	1	2068006	2068007	10.1.2.2	10.1.1.1	6	1	0	0
2068	1	2069005	2069015	10.1.2.2	10.1.3.1	6	10	0	0
2069	1	2070008	2070008	10.1.2.2	10.1.1.1	6	0	0	0
2070	1	2071006	2071007	10.1.2.2	10.1.1.1	6	1	0	0
2071	1	2072005	2072010	10.1.2.2	10.1.1.1	6	5	0	0
2072	1	2073008	2073013	10.1.2.2	10.1.1.1	6	5	0	0
2073	1	2074007	2074011	10.1.2.2	10.1.1.1	6	4	0	0
2074	1	2075005	2075010	10.1.2.2	10.1.1.1	6	5	0	0
2075	1	2076008	2076008	10.1.2.2	10.1.1.1	6	0	0	0
2076	1	2077006	2077007	10.1.2.2	10.1.1.1	6	1	0	0
2077	1	2078005	2078015	10.1.2.2	10.1.3.1	6	10	0	0
2078	1	2079008	2079008	10.1.2.2	10.1.1.1	6	0	0	0
2079	1	2080006	2080011	10.1.2.2	10.1.1.1	6	5	0	0
2080	1	2081005	2081010	10.1.2.2	10.1.1.1	6	5	0	0
2081	1	2082008	2082013	10.1.2.2	10.1.1.1	6	5	0	0
2082	1	2083007	2083011	10.1.2.2	10.1.1.1	6	4	0	0
2083	1	2084005	2084010	10.1.2.2	10.1.1.1	6	5	0	0
2084	1	2085008	2085008	10.1.2.2	10.1.1.1	6	0	0	0
2085	1	2086006	2086011	10.1.2.2	10.1.1.1	6	5	0	0
2086	1	2087005	2087010	10.1.2.2	10.1.1.1	6	5	0	0
2087	1	2088008	2088008	10.1.2.2	10.1.1.1	6	0	0	0
2088	1	2089006	2089007	10.1.2.2	10.1.1.1	6	1	0	0
2089	1	2090005	2090014	10.1.2.2	10.1.3.1	6	9	0	0
2090	1	2091008	2091013	10.1.2.2	10.1.1.1	6	5	0	0
2091	1	2092007	2092011	10.1.2.2	10.1.1.1	6	4	0	0
2092	1	2093005	2093015	10.1.2.2	10.1.3.1	6	10	0	0
2093	1	2094008	2094008	10.1.2.2	10.1.1.1	6	0	0	0
2094	1	2095006	2095007	10.1.2.2	10.1.1.1	6	1	0	0
2095	1	2096005	2096010	10.1.2.2	10.1.1.1	6	5	0	0
2096	1	2097008	2097018	10.1.2.2	10.1.3.1	6	10	0	0
2097	1	2098006	2098007	10.1.2.2	10.1.1.1	6	1	0	0
2098	1	2099005	2099010	10.1.2.2	10.1.1.1	6	5	0	0
2099	1	2100008	2100013	10.1.2.2	10.1.1.1	6	5	0	0
2100	1	2101006	2101011	10.1.2.2	10.1.1.1	6	5	0	0
2101	1	2102005	2102010	10.1.2.2	10.1.1.1	6	5	0	0
2102	1	2103008	2103013	10.1.2.2	10.1.1.1	6	5	0	0
2103	1	2104006	2104011	10.1.2.2	10.1.1.1	6	5	0	0
2104	1	2105005	2105010	10.1.2.2	10.1.1.1	6	5	0	0
2105	1	2106008	2106013	10.1.2.2	10.1.1.1	6	5	0	0
2106	1	2107006	2107011	10.1.2.2	10.1.1.1	6	5	0	0
2107	1	2108005	2108010	10.1.2.2	10.1.1.1	6	5	0	0
2108	1	2109008	2109013	10.1.2.2	10.1.1.1	6	5	0	0
2109	1	2110006	2110011	10.1.2.2	10.1.1.1	6	5	0	0
2110	1	2111005	2111010	10.1.2.2	10.1.1.1	6	5	0	0
2111	1	2112008	2112013	10.1.2.2	10.1.1.1	6	5	0	0
2112	1	2113006	2113016	10.1.2.2	10.1.5.1	6	10	0	0
2113	1	2114005	2114010	10.1.2.2	10.1.1.1	6	5	0	0
2114	1	2115008	2115013	10.1.2.2	10.1.1.1	6	5	0	0
2115	1	2116006	2116011	10.1.2.2	10.1.1.1	6	5	0	0
2116	1	2117005	2117010	10.1.2.2	10.1.1.1	6	5	0	0
2117	1	2118008	2118013	10.1.2.2	10.1.1.1	6	5	0	0
2118	1	2119006	2119011	10.1.2.2	10.1.1.1	6	5	0	0
2119	1	2120005	2120010	10.1.2.2	10.1.1.1	6	5	0	0
2120	1	2121008	2121013	10.1.2.2	10.1.1.1	6	5	0	0
2121	1	2122006	2122011	10.1.2.2	10.1.1.1	6	5	0	0
2122	1	2123005	2123010	10.1.2.2	10.1.1.1	6	5	0	0
2123	1	2124008	2124013	10.1.2.2	10.1.1.1	6	5	0	0
2124	1	2125006	2125011	10.1.2.2	10.1.1.1	6	5	0	0
2125	1	2126005	2126010	10.1.2.2	10.1.1.1	6	5	0	0
2126	1	2127008	2127013	10.1.2.2	10.1.1.1	6	5	0	0
2127	1	2128006	2128011	10.1.2.2	10.1.1.1	6	5	0	0
