TaskNo.	Using Tdma	SendTime	ReceiveTime	SourceIP	OffLoadingIP	Length	Rtt	isLoad	exceed
1191	0	1192004	1192004	10.1.1.2	10.1.1.1	6	0	0	0
1192	0	1193004	1193013	10.1.1.2	10.1.5.1	6	9	0	0
1193	0	1194004	1194012	10.1.1.2	10.1.3.1	6	8	0	0
1194	0	1195005	1195005	10.1.1.2	10.1.1.1	6	0	0	0
1195	1	1196005	1196010	10.1.2.2	10.1.1.1	6	5	0	0
1196	1	1197008	1197018	10.1.2.2	10.1.3.1	6	10	0	0
1197	1	1198006	1198011	10.1.2.2	10.1.1.1	6	5	0	0
1198	1	1199005	1199010	10.1.2.2	10.1.1.1	6	5	0	0
1199	1	1200008	1200013	10.1.2.2	10.1.1.1	6	5	0	0
1200	0	1201004	1201012	10.1.1.2	10.1.5.1	6	8	0	0
1201	0	1202004	1202013	10.1.1.2	10.1.3.1	6	9	0	0
1202	0	1203004	1203012	10.1.1.2	10.1.3.1	6	8	0	0
1203	0	1204004	1204013	10.1.1.2	10.1.3.1	6	9	0	0
1204	0	1205006	1205015	10.1.1.2	10.1.5.1	6	9	0	0
1205	0	1206004	1206013	10.1.1.2	10.1.5.1	6	9	0	0
1206	0	1207004	1207013	10.1.1.2	10.1.5.1	6	9	0	0
1207	0	1208004	1208004	10.1.1.2	10.1.1.1	6	0	0	0
1208	0	1209419	1209504	10.1.1.2	10.1.5.1	6	85	0	0
1209	0	1210004	1210013	10.1.1.2	10.1.5.1	6	9	0	0
1213	1	1214278	1214308	10.1.2.2	10.1.1.1	6	30	0	0
1214	1	1215008	1215018	10.1.2.2	10.1.5.1	6	10	0	0
1215	1	1216006	1216011	10.1.2.2	10.1.1.1	6	5	0	0
1216	1	1217005	1217014	10.1.2.2	10.1.5.1	6	9	0	0
1217	1	1218008	1218018	10.1.2.2	10.1.5.1	6	10	0	0
1218	1	1219006	1219016	10.1.2.2	10.1.5.1	6	10	0	0
1219	1	1220005	1220014	10.1.2.2	10.1.3.1	6	9	0	0
1220	1	1221008	1221013	10.1.2.2	10.1.1.1	6	5	0	0
1221	1	1222006	1222011	10.1.2.2	10.1.1.1	6	5	0	0
1222	1	1223005	1223014	10.1.2.2	10.1.3.1	6	9	0	0
1223	1	1224008	1224013	10.1.2.2	10.1.1.1	6	5	0	0
1224	1	1225006	1225016	10.1.2.2	10.1.5.1	6	10	0	0
1225	0	1226004	1226012	10.1.1.2	10.1.3.1	6	8	0	0
1226	0	1227004	1227004	10.1.1.2	10.1.1.1	6	0	0	0
1227	0	1228004	1228004	10.1.1.2	10.1.1.1	6	0	0	0
1228	0	1229005	1229013	10.1.1.2	10.1.3.1	6	8	0	0
1229	0	1230004	1230013	10.1.1.2	10.1.3.1	6	9	0	0
1230	0	1231004	1231013	10.1.1.2	10.1.3.1	6	9	0	0
1231	0	1232004	1232013	10.1.1.2	10.1.5.1	6	9	0	0
1232	0	1233004	1233012	10.1.1.2	10.1.5.1	6	8	0	0
1233	0	1234004	1234013	10.1.1.2	10.1.5.1	6	9	0	0
1234	0	1235005	1235013	10.1.1.2	10.1.3.1	6	8	0	0
1235	0	1236004	1236004	10.1.1.2	10.1.1.1	6	0	0	0
1236	0	1237004	1237013	10.1.1.2	10.1.5.1	6	9	0	0
1237	0	1238005	1238013	10.1.1.2	10.1.3.1	6	8	0	0
1238	0	1239005	1239013	10.1.1.2	10.1.3.1	6	8	0	0
1239	0	1240004	1240013	10.1.1.2	10.1.3.1	6	9	0	0
1240	0	1241004	1241012	10.1.1.2	10.1.5.1	6	8	0	0
1241	0	1242004	1242004	10.1.1.2	10.1.1.1	6	0	0	0
1242	0	1243004	1243013	10.1.1.2	10.1.3.1	6	9	0	0
1243	0	1244004	1244012	10.1.1.2	10.1.3.1	6	8	0	0
1244	0	1245004	1245013	10.1.1.2	10.1.5.1	6	9	0	0
1245	0	1246004	1246012	10.1.1.2	10.1.5.1	6	8	0	0
1246	0	1247005	1247013	10.1.1.2	10.1.3.1	6	8	0	0
1247	0	1248004	1248005	10.1.1.2	10.1.1.1	6	1	0	0
1248	0	1249004	1249013	10.1.1.2	10.1.3.1	6	9	0	0
1249	0	1250004	1250013	10.1.1.2	10.1.3.1	6	9	0	0
1250	0	1251004	1251012	10.1.1.2	10.1.5.1	6	8	0	0
1251	0	1252004	1252013	10.1.1.2	10.1.3.1	6	9	0	0
1252	0	1253004	1253012	10.1.1.2	10.1.3.1	6	8	0	0
1253	0	1254004	1254005	10.1.1.2	10.1.1.1	6	1	0	0
1254	0	1255004	1255004	10.1.1.2	10.1.1.1	6	0	0	0
1255	0	1256004	1256012	10.1.1.2	10.1.5.1	6	8	0	0
1256	0	1257004	1257012	10.1.1.2	10.1.3.1	6	8	0	0
1257	0	1258004	1258005	10.1.1.2	10.1.1.1	6	1	0	0
1258	0	1259004	1259013	10.1.1.2	10.1.3.1	6	9	0	0
1259	0	1260004	1260013	10.1.1.2	10.1.5.1	6	9	0	0
1260	1	1261006	1261011	10.1.2.2	10.1.1.1	6	5	0	0
1261	1	1262005	1262014	10.1.2.2	10.1.5.1	6	9	0	0
1262	1	1263008	1263018	10.1.2.2	10.1.3.1	6	10	0	0
1263	1	1264006	1264011	10.1.2.2	10.1.1.1	6	5	0	0
1264	1	1265005	1265010	10.1.2.2	10.1.1.1	6	5	0	0
1265	0	1266004	1266004	10.1.1.2	10.1.1.1	6	0	0	0
1266	0	1267005	1267005	10.1.1.2	10.1.1.1	6	0	0	0
1267	0	1268004	1268004	10.1.1.2	10.1.1.1	6	0	0	0
1268	0	1269004	1269014	10.1.1.2	10.1.5.1	6	10	0	0
1269	0	1270004	1270013	10.1.1.2	10.1.3.1	6	9	0	0
1270	1	1271005	1271010	10.1.2.2	10.1.1.1	6	5	0	0
1271	1	1272008	1272018	10.1.2.2	10.1.5.1	6	10	0	0
1272	1	1273006	1273016	10.1.2.2	10.1.5.1	6	10	0	0
1273	1	1274005	1274010	10.1.2.2	10.1.1.1	6	5	0	0
1274	1	1275008	1275018	10.1.2.2	10.1.5.1	6	10	0	0
1275	1	1276006	1276011	10.1.2.2	10.1.1.1	6	5	0	0
1276	1	1277005	1277014	10.1.2.2	10.1.3.1	6	9	0	0
1277	1	1278008	1278018	10.1.2.2	10.1.5.1	6	10	0	0
1278	1	1279006	1279016	10.1.2.2	10.1.3.1	6	10	0	0
1279	1	1280005	1280014	10.1.2.2	10.1.3.1	6	9	0	0
1280	1	1281008	1281018	10.1.2.2	10.1.5.1	6	10	0	0
1281	1	1282006	1282016	10.1.2.2	10.1.3.1	6	10	0	0
1282	1	1283005	1283014	10.1.2.2	10.1.3.1	6	9	0	0
1283	1	1284008	1284018	10.1.2.2	10.1.5.1	6	10	0	0
1284	1	1285006	1285016	10.1.2.2	10.1.3.1	6	10	0	0
1285	0	1286004	1286012	10.1.1.2	10.1.5.1	6	8	0	0
1286	0	1287004	1287012	10.1.1.2	10.1.3.1	6	8	0	0
1287	0	1288004	1288012	10.1.1.2	10.1.3.1	6	8	0	0
1288	0	1289004	1289004	10.1.1.2	10.1.1.1	6	0	0	0
1289	0	1290004	1290005	10.1.1.2	10.1.1.1	6	1	0	0
1290	1	1291006	1291016	10.1.2.2	10.1.3.1	6	10	0	0
1291	1	1292005	1292014	10.1.2.2	10.1.5.1	6	9	0	0
1292	1	1293008	1293018	10.1.2.2	10.1.5.1	6	10	0	0
1293	1	1294006	1294016	10.1.2.2	10.1.3.1	6	10	0	0
1294	1	1295005	1295014	10.1.2.2	10.1.3.1	6	9	0	0
1295	1	1296008	1296018	10.1.2.2	10.1.5.1	6	10	0	0
1296	1	1297006	1297016	10.1.2.2	10.1.3.1	6	10	0	0
1297	1	1298005	1298014	10.1.2.2	10.1.5.1	6	9	0	0
1298	1	1299008	1299018	10.1.2.2	10.1.5.1	6	10	0	0
1300	1	1301284	1301326	10.1.2.2	10.1.5.1	6	42	0	0
1301	1	1302008	1302013	10.1.2.2	10.1.1.1	6	5	0	0
1302	1	1303006	1303016	10.1.2.2	10.1.5.1	6	10	0	0
1308	1	1309006	1309011	10.1.2.2	10.1.1.1	6	5	0	0
1309	1	1310005	1310010	10.1.2.2	10.1.1.1	6	5	0	0
1310	0	1311004	1311013	10.1.1.2	10.1.3.1	6	9	0	0
1311	0	1312004	1312013	10.1.1.2	10.1.5.1	6	9	0	0
1312	0	1313004	1313012	10.1.1.2	10.1.3.1	6	8	0	0
1313	0	1314004	1314012	10.1.1.2	10.1.5.1	6	8	0	0
1314	0	1315004	1315013	10.1.1.2	10.1.3.1	6	9	0	0
1315	0	1316004	1316013	10.1.1.2	10.1.5.1	6	9	0	0
1316	0	1317004	1317004	10.1.1.2	10.1.1.1	6	0	0	0
1317	0	1318004	1318012	10.1.1.2	10.1.5.1	6	8	0	0
1318	0	1319004	1319012	10.1.1.2	10.1.3.1	6	8	0	0
1319	0	1320004	1320013	10.1.1.2	10.1.3.1	6	9	0	0
1320	1	1321006	1321011	10.1.2.2	10.1.1.1	6	5	0	0
1321	1	1322005	1322010	10.1.2.2	10.1.1.1	6	5	0	0
1322	1	1323008	1323013	10.1.2.2	10.1.1.1	6	5	0	0
1323	1	1324006	1324016	10.1.2.2	10.1.3.1	6	10	0	0
1324	1	1325005	1325014	10.1.2.2	10.1.3.1	6	9	0	0
1325	0	1326004	1326012	10.1.1.2	10.1.5.1	6	8	0	0
1326	0	1327004	1327012	10.1.1.2	10.1.3.1	6	8	0	0
1327	0	1328004	1328004	10.1.1.2	10.1.1.1	6	0	0	0
1328	0	1329004	1329012	10.1.1.2	10.1.3.1	6	8	0	0
1329	0	1330004	1330013	10.1.1.2	10.1.3.1	6	9	0	0
1330	1	1331005	1331014	10.1.2.2	10.1.5.1	6	9	0	0
1331	1	1332008	1332018	10.1.2.2	10.1.5.1	6	10	0	0
1332	1	1333006	1333016	10.1.2.2	10.1.5.1	6	10	0	0
1333	1	1334005	1334010	10.1.2.2	10.1.1.1	6	5	0	0
1334	1	1335008	1335018	10.1.2.2	10.1.3.1	6	10	0	0
1335	0	1336004	1336004	10.1.1.2	10.1.1.1	6	0	0	0
1336	0	1337004	1337012	10.1.1.2	10.1.5.1	6	8	0	0
1337	0	1338005	1338014	10.1.1.2	10.1.5.1	6	9	0	0
1338	0	1339004	1339013	10.1.1.2	10.1.3.1	6	9	0	0
1339	0	1340004	1340013	10.1.1.2	10.1.5.1	6	9	0	0
1340	0	1341004	1341012	10.1.1.2	10.1.3.1	6	8	0	0
1341	0	1342004	1342012	10.1.1.2	10.1.3.1	6	8	0	0
1342	0	1343004	1343013	10.1.1.2	10.1.3.1	6	9	0	0
1343	0	1344004	1344012	10.1.1.2	10.1.3.1	6	8	0	0
1344	0	1345004	1345013	10.1.1.2	10.1.3.1	6	9	0	0
1345	0	1346004	1346005	10.1.1.2	10.1.1.1	6	1	0	0
1346	0	1347004	1347013	10.1.1.2	10.1.5.1	6	9	0	0
1347	0	1348004	1348013	10.1.1.2	10.1.3.1	6	9	0	0
1348	0	1349004	1349013	10.1.1.2	10.1.3.1	6	9	0	0
1349	0	1350004	1350013	10.1.1.2	10.1.3.1	6	9	0	0
1350	1	1351006	1351016	10.1.2.2	10.1.5.1	6	10	0	0
1351	1	1352005	1352010	10.1.2.2	10.1.1.1	6	5	0	0
1352	1	1353008	1353018	10.1.2.2	10.1.5.1	6	10	0	0
1353	1	1354006	1354016	10.1.2.2	10.1.3.1	6	10	0	0
1354	1	1355005	1355014	10.1.2.2	10.1.5.1	6	9	0	0
1355	1	1356008	1356013	10.1.2.2	10.1.1.1	6	5	0	0
1356	1	1357006	1357016	10.1.2.2	10.1.3.1	6	10	0	0
1357	1	1358005	1358014	10.1.2.2	10.1.3.1	6	9	0	0
1358	1	1359008	1359018	10.1.2.2	10.1.3.1	6	10	0	0
1359	1	1360006	1360016	10.1.2.2	10.1.5.1	6	10	0	0
1360	1	1361005	1361014	10.1.2.2	10.1.5.1	6	9	0	0
1361	1	1362008	1362013	10.1.2.2	10.1.1.1	6	5	0	0
1362	1	1363006	1363016	10.1.2.2	10.1.3.1	6	10	0	0
1363	1	1364005	1364010	10.1.2.2	10.1.1.1	6	5	0	0
1364	1	1365008	1365018	10.1.2.2	10.1.5.1	6	10	0	0
1365	0	1366004	1366005	10.1.1.2	10.1.1.1	6	1	0	0
1366	0	1367004	1367004	10.1.1.2	10.1.1.1	6	0	0	0
1367	0	1368004	1368004	10.1.1.2	10.1.1.1	6	0	0	0
1368	0	1369004	1369012	10.1.1.2	10.1.5.1	6	8	0	0
1369	0	1370004	1370004	10.1.1.2	10.1.1.1	6	0	0	0
1370	0	1371004	1371004	10.1.1.2	10.1.1.1	6	0	0	0
1371	0	1372004	1372012	10.1.1.2	10.1.5.1	6	8	0	0
1372	0	1373004	1373012	10.1.1.2	10.1.5.1	6	8	0	0
1373	0	1374004	1374013	10.1.1.2	10.1.3.1	6	9	0	0
1374	0	1375005	1375005	10.1.1.2	10.1.1.1	6	0	0	0
1375	1	1376005	1376010	10.1.2.2	10.1.1.1	6	5	0	0
1376	1	1377008	1377018	10.1.2.2	10.1.5.1	6	10	0	0
1377	1	1378006	1378016	10.1.2.2	10.1.3.1	6	10	0	0
1378	1	1379005	1379014	10.1.2.2	10.1.5.1	6	9	0	0
1379	1	1380008	1380018	10.1.2.2	10.1.5.1	6	10	0	0
1380	1	1381006	1381016	10.1.2.2	10.1.5.1	6	10	0	0
1381	1	1382005	1382014	10.1.2.2	10.1.3.1	6	9	0	0
1382	1	1383008	1383018	10.1.2.2	10.1.5.1	6	10	0	0
1383	1	1384006	1384016	10.1.2.2	10.1.5.1	6	10	0	0
1384	1	1385005	1385014	10.1.2.2	10.1.5.1	6	9	0	0
1401	0	1402251	1402308	10.1.1.2	10.1.5.1	6	57	0	0
1402	0	1403004	1403005	10.1.1.2	10.1.1.1	6	1	0	0
1403	0	1404004	1404012	10.1.1.2	10.1.5.1	6	8	0	0
1404	0	1405004	1405013	10.1.1.2	10.1.3.1	6	9	0	0
1405	1	1406005	1406010	10.1.2.2	10.1.1.1	6	5	0	0
1406	1	1407008	1407018	10.1.2.2	10.1.3.1	6	10	0	0
1407	1	1408006	1408016	10.1.2.2	10.1.5.1	6	10	0	0
1408	1	1409005	1409014	10.1.2.2	10.1.5.1	6	9	0	0
1409	1	1410008	1410013	10.1.2.2	10.1.1.1	6	5	0	0
1410	1	1411006	1411016	10.1.2.2	10.1.3.1	6	10	0	0
1411	1	1412005	1412014	10.1.2.2	10.1.3.1	6	9	0	0
1412	1	1413008	1413018	10.1.2.2	10.1.5.1	6	10	0	0
1413	1	1414006	1414011	10.1.2.2	10.1.1.1	6	5	0	0
1414	1	1415005	1415014	10.1.2.2	10.1.5.1	6	9	0	0
1415	1	1416008	1416018	10.1.2.2	10.1.3.1	6	10	0	0
1416	1	1417006	1417016	10.1.2.2	10.1.5.1	6	10	0	0
1417	1	1418005	1418014	10.1.2.2	10.1.3.1	6	9	0	0
1418	1	1419008	1419013	10.1.2.2	10.1.1.1	6	5	0	0
1419	1	1420006	1420016	10.1.2.2	10.1.3.1	6	10	0	0
1420	1	1421005	1421014	10.1.2.2	10.1.3.1	6	9	0	0
1421	1	1422008	1422018	10.1.2.2	10.1.3.1	6	10	0	0
1422	1	1423006	1423011	10.1.2.2	10.1.1.1	6	5	0	0
1423	1	1424005	1424010	10.1.2.2	10.1.1.1	6	5	0	0
1424	1	1425008	1425018	10.1.2.2	10.1.5.1	6	10	0	0
1426	0	1427004	1427013	10.1.1.2	10.1.5.1	6	9	0	0
1427	0	1428006	1428007	10.1.1.2	10.1.1.1	6	1	0	0
1428	0	1429005	1429005	10.1.1.2	10.1.1.1	6	0	0	0
1429	0	1430004	1430005	10.1.1.2	10.1.1.1	6	1	0	0
1430	0	1431004	1431012	10.1.1.2	10.1.5.1	6	8	0	0
1431	0	1432004	1432004	10.1.1.2	10.1.1.1	6	0	0	0
1432	0	1433004	1433013	10.1.1.2	10.1.3.1	6	9	0	0
1433	0	1434004	1434004	10.1.1.2	10.1.1.1	6	0	0	0
1434	0	1435004	1435013	10.1.1.2	10.1.3.1	6	9	0	0
1435	0	1436004	1436012	10.1.1.2	10.1.3.1	6	8	0	0
1436	0	1437004	1437005	10.1.1.2	10.1.1.1	6	1	0	0
1437	0	1438004	1438012	10.1.1.2	10.1.3.1	6	8	0	0
1438	0	1439004	1439005	10.1.1.2	10.1.1.1	6	1	0	0
1439	0	1440021	1440030	10.1.1.2	10.1.5.1	6	9	0	0
1440	1	1441006	1441016	10.1.2.2	10.1.3.1	6	10	0	0
1441	1	1442005	1442014	10.1.2.2	10.1.3.1	6	9	0	0
1442	1	1443008	1443018	10.1.2.2	10.1.3.1	6	10	0	0
1443	1	1444006	1444011	10.1.2.2	10.1.1.1	6	5	0	0
1444	1	1445005	1445014	10.1.2.2	10.1.3.1	6	9	0	0
1445	1	1446008	1446013	10.1.2.2	10.1.1.1	6	5	0	0
1446	1	1447006	1447016	10.1.2.2	10.1.3.1	6	10	0	0
1447	1	1448005	1448014	10.1.2.2	10.1.3.1	6	9	0	0
1448	1	1449008	1449013	10.1.2.2	10.1.1.1	6	5	0	0
1449	1	1450006	1450016	10.1.2.2	10.1.5.1	6	10	0	0
1450	0	1451004	1451013	10.1.1.2	10.1.3.1	6	9	0	0
1451	0	1452004	1452013	10.1.1.2	10.1.5.1	6	9	0	0
1452	0	1453004	1453012	10.1.1.2	10.1.3.1	6	8	0	0
1453	0	1454004	1454004	10.1.1.2	10.1.1.1	6	0	0	0
1454	0	1455005	1455014	10.1.1.2	10.1.3.1	6	9	0	0
1455	1	1456006	1456016	10.1.2.2	10.1.5.1	6	10	0	0
1456	1	1457005	1457014	10.1.2.2	10.1.3.1	6	9	0	0
1457	1	1458008	1458018	10.1.2.2	10.1.5.1	6	10	0	0
1458	1	1459006	1459011	10.1.2.2	10.1.1.1	6	5	0	0
1459	1	1460005	1460010	10.1.2.2	10.1.1.1	6	5	0	0
1460	0	1461004	1461013	10.1.1.2	10.1.5.1	6	9	0	0
1461	0	1462004	1462012	10.1.1.2	10.1.3.1	6	8	0	0
1462	0	1463004	1463012	10.1.1.2	10.1.5.1	6	8	0	0
1463	0	1464004	1464013	10.1.1.2	10.1.5.1	6	9	0	0
1464	0	1465005	1465005	10.1.1.2	10.1.1.1	6	0	0	0
1465	1	1466005	1466014	10.1.2.2	10.1.3.1	6	9	0	0
1466	1	1467008	1467013	10.1.2.2	10.1.1.1	6	5	0	0
1467	1	1468006	1468016	10.1.2.2	10.1.5.1	6	10	0	0
1468	1	1469005	1469010	10.1.2.2	10.1.1.1	6	5	0	0
1469	1	1470008	1470013	10.1.2.2	10.1.1.1	6	5	0	0
1470	0	1471004	1471013	10.1.1.2	10.1.5.1	6	9	0	0
1471	0	1472004	1472013	10.1.1.2	10.1.3.1	6	9	0	0
1472	0	1473005	1473014	10.1.1.2	10.1.3.1	6	9	0	0
1473	0	1474004	1474004	10.1.1.2	10.1.1.1	6	0	0	0
1474	0	1475004	1475005	10.1.1.2	10.1.1.1	6	1	0	0
1475	0	1476004	1476004	10.1.1.2	10.1.1.1	6	0	0	0
1476	0	1477005	1477006	10.1.1.2	10.1.1.1	6	1	0	0
1477	0	1478004	1478013	10.1.1.2	10.1.5.1	6	9	0	0
1478	0	1479004	1479012	10.1.1.2	10.1.5.1	6	8	0	0
1479	0	1480004	1480005	10.1.1.2	10.1.1.1	6	1	0	0
1480	0	1481004	1481013	10.1.1.2	10.1.3.1	6	9	0	0
1481	0	1482005	1482014	10.1.1.2	10.1.5.1	6	9	0	0
1482	0	1483004	1483005	10.1.1.2	10.1.1.1	6	1	0	0
1483	0	1484004	1484014	10.1.1.2	10.1.5.1	6	10	0	0
1484	0	1485004	1485013	10.1.1.2	10.1.3.1	6	9	0	0
1485	0	1486004	1486013	10.1.1.2	10.1.5.1	6	9	0	0
1486	0	1487004	1487013	10.1.1.2	10.1.3.1	6	9	0	0
1487	0	1488004	1488013	10.1.1.2	10.1.5.1	6	9	0	0
1488	0	1489004	1489012	10.1.1.2	10.1.5.1	6	8	0	0
1489	0	1490004	1490013	10.1.1.2	10.1.3.1	6	9	0	0
1490	1	1491008	1491018	10.1.2.2	10.1.3.1	6	10	0	0
1491	1	1492006	1492011	10.1.2.2	10.1.1.1	6	5	0	0
1492	1	1493005	1493014	10.1.2.2	10.1.3.1	6	9	0	0
1493	1	1494008	1494018	10.1.2.2	10.1.3.1	6	10	0	0
1494	1	1495006	1495011	10.1.2.2	10.1.1.1	6	5	0	0
1495	0	1496004	1496004	10.1.1.2	10.1.1.1	6	0	0	0
1496	0	1497004	1497004	10.1.1.2	10.1.1.1	6	0	0	0
1497	0	1498149	1498158	10.1.1.2	10.1.5.1	6	9	0	0
1498	0	1499182	1499191	10.1.1.2	10.1.1.1	6	9	0	0
1499	0	1500005	1500016	10.1.1.2	10.1.5.1	6	11	0	0
1500	0	1501008	1501018	10.1.1.2	10.1.3.1	6	10	0	0
1507	0	1508508	1509019	10.1.1.2	10.1.3.1	6	511	0	0
1515	0	1516004	1516004	10.1.1.2	10.1.1.1	6	0	0	0
1516	0	1517004	1517013	10.1.1.2	10.1.5.1	6	9	0	0
1517	0	1518004	1518014	10.1.1.2	10.1.5.1	6	10	0	0
1530	0	1531231	1531254	10.1.1.2	10.1.3.1	6	23	0	0
1533	0	1534004	1534013	10.1.1.2	10.1.5.1	6	9	0	0
1534	0	1535005	1535013	10.1.1.2	10.1.5.1	6	8	0	0
1535	0	1536004	1536015	10.1.1.2	10.1.5.1	6	11	0	0
1536	0	1537013	1537023	10.1.1.2	10.1.5.1	6	10	0	0
1537	0	1538012	1538013	10.1.1.2	10.1.1.1	6	1	0	0
1538	0	1539008	1539027	10.1.1.2	10.1.3.1	6	19	0	0
1539	0	1540008	1540021	10.1.1.2	10.1.3.1	6	13	0	0
1540	1	1541005	1541014	10.1.2.2	10.1.5.1	6	9	0	0
1541	1	1542008	1542013	10.1.2.2	10.1.1.1	6	5	0	0
1542	1	1543006	1543016	10.1.2.2	10.1.5.1	6	10	0	0
1543	1	1544005	1544014	10.1.2.2	10.1.5.1	6	9	0	0
1544	1	1545008	1545013	10.1.2.2	10.1.1.1	6	5	0	0
1545	1	1546006	1546016	10.1.2.2	10.1.5.1	6	10	0	0
1546	1	1547005	1547014	10.1.2.2	10.1.3.1	6	9	0	0
1547	1	1548008	1548018	10.1.2.2	10.1.3.1	6	10	0	0
1548	1	1549007	1549011	10.1.2.2	10.1.1.1	6	4	0	0
1549	1	1550005	1550015	10.1.2.2	10.1.5.1	6	10	0	0
1550	0	1551006	1551007	10.1.1.2	10.1.1.1	6	1	0	0
1551	0	1552004	1552005	10.1.1.2	10.1.1.1	6	1	0	0
1552	0	1553004	1553015	10.1.1.2	10.1.3.1	6	11	0	0
1553	0	1554004	1554015	10.1.1.2	10.1.5.1	6	11	0	0
1554	0	1555009	1555009	10.1.1.2	10.1.1.1	6	0	0	0
1555	1	1556005	1556010	10.1.2.2	10.1.1.1	6	5	0	0
1556	1	1557008	1557013	10.1.2.2	10.1.1.1	6	5	0	0
1557	1	1558006	1558011	10.1.2.2	10.1.1.1	6	5	0	0
1558	1	1559005	1559014	10.1.2.2	10.1.5.1	6	9	0	0
1559	1	1560008	1560013	10.1.2.2	10.1.1.1	6	5	0	0
1560	1	1561006	1561011	10.1.2.2	10.1.1.1	6	5	0	0
1561	1	1562005	1562010	10.1.2.2	10.1.1.1	6	5	0	0
1562	1	1563008	1563013	10.1.2.2	10.1.1.1	6	5	0	0
1563	1	1564006	1564016	10.1.2.2	10.1.3.1	6	10	0	0
1564	1	1565005	1565014	10.1.2.2	10.1.3.1	6	9	0	0
1565	0	1566004	1566013	10.1.1.2	10.1.3.1	6	9	0	0
1566	0	1567011	1567012	10.1.1.2	10.1.1.1	6	1	0	0
1567	0	1568006	1568017	10.1.1.2	10.1.5.1	6	11	0	0
1568	0	1569006	1569017	10.1.1.2	10.1.5.1	6	11	0	0
1569	0	1570005	1570015	10.1.1.2	10.1.5.1	6	10	0	0
1570	0	1571005	1571016	10.1.1.2	10.1.5.1	6	11	0	0
1571	0	1572009	1572010	10.1.1.2	10.1.1.1	6	1	0	0
1572	0	1573009	1573009	10.1.1.2	10.1.1.1	6	0	0	0
1573	0	1574008	1574018	10.1.1.2	10.1.5.1	6	10	0	0
1574	0	1575008	1575009	10.1.1.2	10.1.1.1	6	1	0	0
1575	0	1576007	1576010	10.1.1.2	10.1.1.1	6	3	0	0
1576	0	1577006	1577015	10.1.1.2	10.1.3.1	6	9	0	0
1577	0	1578004	1578016	10.1.1.2	10.1.5.1	6	12	0	0
1578	0	1579006	1579016	10.1.1.2	10.1.3.1	6	10	0	0
1579	0	1580005	1580021	10.1.1.2	10.1.3.1	6	16	0	0
1580	1	1581008	1581018	10.1.2.2	10.1.5.1	6	10	0	0
1581	1	1582006	1582011	10.1.2.2	10.1.1.1	6	5	0	0
1582	1	1583005	1583014	10.1.2.2	10.1.5.1	6	9	0	0
1583	1	1584008	1584018	10.1.2.2	10.1.3.1	6	10	0	0
1584	1	1585006	1585011	10.1.2.2	10.1.1.1	6	5	0	0
1585	0	1586006	1586006	10.1.1.2	10.1.1.1	6	0	0	0
1586	0	1587007	1587022	10.1.1.2	10.1.5.1	6	15	0	0
1587	0	1588004	1588014	10.1.1.2	10.1.5.1	6	10	0	0
1588	0	1589005	1589005	10.1.1.2	10.1.1.1	6	0	0	0
1589	0	1590009	1590020	10.1.1.2	10.1.3.1	6	11	0	0
1590	1	1591006	1591016	10.1.2.2	10.1.3.1	6	10	0	0
1591	1	1592005	1592014	10.1.2.2	10.1.5.1	6	9	0	0
1592	1	1593008	1593013	10.1.2.2	10.1.1.1	6	5	0	0
1593	1	1594006	1594016	10.1.2.2	10.1.5.1	6	10	0	0
1594	1	1595005	1595014	10.1.2.2	10.1.5.1	6	9	0	0
1595	1	1596008	1596013	10.1.2.2	10.1.1.1	6	5	0	0
1596	1	1597006	1597011	10.1.2.2	10.1.1.1	6	5	0	0
1597	1	1598005	1598010	10.1.2.2	10.1.1.1	6	5	0	0
1598	1	1599008	1599013	10.1.2.2	10.1.1.1	6	5	0	0
1599	1	1600006	1600016	10.1.2.2	10.1.3.1	6	10	0	0
1600	0	1601009	1601018	10.1.1.2	10.1.5.1	6	9	0	0
1601	0	1602008	1602022	10.1.1.2	10.1.3.1	6	14	0	0
1602	0	1603005	1603018	10.1.1.2	10.1.5.1	6	13	0	0
1603	0	1604005	1604006	10.1.1.2	10.1.1.1	6	1	0	0
1604	0	1605007	1605017	10.1.1.2	10.1.3.1	6	10	0	0
1605	0	1606006	1606017	10.1.1.2	10.1.5.1	6	11	0	0
1606	0	1607004	1607013	10.1.1.2	10.1.3.1	6	9	0	0
1607	0	1608004	1608005	10.1.1.2	10.1.1.1	6	1	0	0
1608	0	1609006	1609007	10.1.1.2	10.1.1.1	6	1	0	0
1609	0	1610005	1610005	10.1.1.2	10.1.1.1	6	0	0	0
1610	0	1611007	1611018	10.1.1.2	10.1.3.1	6	11	0	0
1611	0	1612005	1612015	10.1.1.2	10.1.5.1	6	10	0	0
1612	0	1613004	1613013	10.1.1.2	10.1.5.1	6	9	0	0
1613	0	1614004	1614004	10.1.1.2	10.1.1.1	6	0	0	0
1614	0	1615004	1615013	10.1.1.2	10.1.5.1	6	9	0	0
1615	1	1616005	1616015	10.1.2.2	10.1.3.1	6	10	0	0
1616	1	1617008	1617018	10.1.2.2	10.1.3.1	6	10	0	0
1617	1	1618006	1618007	10.1.2.2	10.1.1.1	6	1	0	0
1618	1	1619010	1619019	10.1.2.2	10.1.3.1	6	9	0	0
1619	1	1620008	1620013	10.1.2.2	10.1.1.1	6	5	0	0
